tra_type,nst07,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
HIRE,GT03,THS_T,MK	: 	: 	2020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT03,THS_T,NL	72026 	76495 	76278 	71239 	75666 	71883 	71043 	63917 	64375 	60110 	67937 	66831 	64288 	78702 	90550 
HIRE,GT03,THS_T,NO	60528 	64071 	64609 	66134 	77398 	82752 	73123 	69009 	68948 	70192 	67903 	50881 	57337 	60066 	67383 
HIRE,GT03,THS_T,PL	224136 	231609 	225162 	261971 	240044 	263041 	223079 	211691 	224006 	225412 	231202 	312068 	256523 	261817 	275867 
HIRE,GT03,THS_T,PT	23201 	15893 	13299 	13812 	14773 	14213 	11555 	15088 	14743 	13821 	14260 	33112 	32078 	47300 	46852 
HIRE,GT03,THS_T,RO	28182 	25353 	23107 	18010 	17791 	18300 	16467 	23858 	17579 	16851 	18843 	20867 	17901 	23054 	45525 
HIRE,GT03,THS_T,SE	146472 	145671 	139540 	128031 	142917 	122675 	109088 	109174 	111170 	68959 	73512 	84034 	80744 	97796 	90891 
HIRE,GT03,THS_T,SI	16082 	15188 	11619 	15650 	12880 	12846 	13112 	10873 	11441 	10240 	9284 	12485 	17151 	16743 	25237 
HIRE,GT03,THS_T,SK	34307 	24906 	38862 	36032 	41110 	44751 	32031 	32195 	30806 	28563 	28933 	34177 	40513 	46194 	61348 
HIRE,GT03,THS_T,UK	: 	: 	: 	102905 	121424 	141564 	122814 	154082 	133138 	117674 	129941 	124819 	165212 	143708 	216263 
HIRE,GT04,MIO_TKM,AT	2803 	2651 	2325 	2247 	2051 	2025 	2105 	1911 	1985 	1890 	2137 	2164 	2219 	2371 	3026 
HIRE,GT04,MIO_TKM,BE	4195 	5773 	6008 	5419 	5068 	5472 	5523 	5616 	5753 	6116 	5558 	5241 	6081 	5924 	5952 
HIRE,GT04,MIO_TKM,BG	3071 	3440 	2928 	2021 	3446 	4002 	4387 	3305 	2175 	2033 	2235 	1524 	1236 	1240 	906 
HIRE,GT04,MIO_TKM,CH	1469 	1214 	1350 	1441 	1311 	1405 	1414 	1491 	1366 	1650 	1550 	1851 	1638 	1901 	1657 
HIRE,GT04,MIO_TKM,CY	71 	63 	75 	96 	85 	71 	78 	83 	61 	60 	91 	70 	75 	67 	67 
HIRE,GT04,MIO_TKM,CZ	8433 	7763 	7482 	4524 	4660 	4626 	5473 	6403 	6561 	6491 	6132 	6675 	6293 	6218 	5493 
HIRE,GT04,MIO_TKM,DE	41604 	41483 	41610 	42320 	43040 	42774 	43554 	42472 	40658 	41688 	40715 	43320 	43558 	43256 	44288 
HIRE,GT04,MIO_TKM,DK	2195 	2332 	2146 	2252 	2228 	2492 	2469 	2386 	2829 	2644 	2584 	2375 	2471 	2787 	2826 
HIRE,GT04,MIO_TKM,EE	507 	542 	475 	433 	506 	549 	607 	660 	546 	642 	524 	685 	643 	509 	619 
HIRE,GT04,MIO_TKM,EL	3869 	3836 	5436 	6891 	6627 	6963 	3757 	3605 	3296 	2921 	3451 	3002 	4178 	3425 	3081 
HIRE,GT04,MIO_TKM,ES	56432 	56549 	53047 	53217 	49509 	46869 	45896 	43656 	40496 	39453 	41607 	39602 	39804 	40188 	38107 
HIRE,GT04,MIO_TKM,EU27_2020	286111 	288353 	280231 	269601 	257836 	255147 	243103 	233338 	224441 	222961 	215137 	213009 	222242 	215221 	220149 
HIRE,GT04,MIO_TKM,FI	3280 	3392 	3973 	3283 	3616 	3197 	2906 	2782 	2895 	3183 	3137 	3408 	3950 	3933 	3661 
HIRE,GT04,MIO_TKM,FR	19713 	21146 	22246 	21370 	21118 	18672 	16869 	16985 	17759 	18233 	19962 	20455 	20736 	20955 	25918 
HIRE,GT04,MIO_TKM,HR	1895 	1884 	1726 	1938 	2145 	1976 	1912 	1924 	1499 	1583 	1476 	1256 	1246 	1291 	1227 
HIRE,GT04,MIO_TKM,HU	4119 	3977 	3685 	4018 	3978 	4160 	4999 	5641 	5386 	5967 	4946 	5284 	4883 	5278 	4859 
HIRE,GT04,MIO_TKM,IE	2665 	2711 	2485 	2544 	2331 	2385 	2374 	2282 	2157 	2025 	2247 	2178 	2252 	2357 	3032 
HIRE,GT04,MIO_TKM,IT	27682 	24476 	24100 	22529 	18882 	18677 	18823 	19027 	19803 	20384 	19078 	17049 	24880 	22088 	24800 
HIRE,GT04,MIO_TKM,LT	8824 	10835 	11098 	10305 	8078 	7433 	6314 	5278 	4876 	4886 	4199 	3387 	3136 	2861 	2947 
HIRE,GT04,MIO_TKM,LU	555 	518 	482 	454 	533 	549 	453 	545 	811 	723 	581 	848 	933 	1064 	975 
HIRE,GT04,MIO_TKM,LV	2612 	2323 	2221 	2774 	2503 	2455 	1913 	2129 	1863 	1756 	1538 	1769 	1234 	984 	1215 
HIRE,GT04,MIO_TKM,ME	: 	12 	5 	4 	4 	9 	20 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT04,MIO_TKM,MK	: 	: 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT04,MIO_TKM,NL	12586 	12328 	11806 	12351 	12074 	11882 	11835 	11600 	12112 	11449 	11217 	11157 	11757 	10596 	10039 
HIRE,GT04,MIO_TKM,NO	4510 	3930 	3633 	3465 	3148 	3049 	2792 	3236 	3307 	2821 	2856 	2559 	2994 	2279 	2655 
HIRE,GT04,MIO_TKM,PL	52896 	53631 	51163 	45176 	42070 	47578 	37716 	35900 	32229 	31519 	26393 	25573 	25693 	23112 	18959 
HIRE,GT04,MIO_TKM,PT	4675 	5059 	3411 	4200 	4308 	4830 	6463 	4300 	4919 	5550 	3826 	4613 	4598 	4678 	4456 
HIRE,GT04,MIO_TKM,RO	8478 	8839 	8621 	7789 	7640 	6045 	6365 	5695 	3813 	3872 	3090 	2488 	2350 	2465 	5431 
HIRE,GT04,MIO_TKM,SE	8119 	7433 	7092 	6593 	6731 	4710 	5327 	4539 	5704 	3989 	4332 	4677 	4404 	4099 	4884 
HIRE,GT04,MIO_TKM,SI	1697 	1889 	1718 	1786 	1584 	1544 	1527 	1376 	1308 	1387 	1252 	1386 	1198 	1096 	1115 
HIRE,GT04,MIO_TKM,SK	3135 	3480 	2875 	3071 	3026 	3208 	3461 	3237 	2946 	2519 	2830 	2822 	2435 	2378 	2264 
HIRE,GT04,MIO_TKM,UK	: 	: 	: 	28408 	28733 	29106 	27027 	24280 	20466 	23549 	26167 	19951 	22537 	20543 	21430 
HIRE,GT04,THS_T,AT	16237 	15845 	14731 	17127 	16120 	15670 	16313 	14050 	14635 	14018 	13627 	13459 	12329 	12235 	12915 
HIRE,GT04,THS_T,BE	20380 	33839 	37261 	32980 	32313 	39555 	34036 	33553 	31972 	34336 	32988 	28893 	32118 	30421 	30009 
HIRE,GT04,THS_T,BG	6299 	7499 	5435 	5418 	6787 	9040 	9801 	7303 	5996 	5517 	5172 	3936 	2833 	3842 	5101 
HIRE,GT04,THS_T,CH	18146 	14585 	16619 	16217 	15942 	16606 	15980 	18198 	14276 	16572 	15035 	17962 	15920 	17034 	15502 
HIRE,GT04,THS_T,CY	1221 	1043 	1021 	1574 	1298 	896 	1018 	1144 	853 	761 	1126 	894 	984 	1016 	932 
HIRE,GT04,THS_T,CZ	33123 	34210 	34952 	29637 	30049 	27273 	28413 	27193 	29242 	22973 	22293 	23950 	22109 	20635 	22293 
HIRE,GT04,THS_T,DE	235476 	241803 	245133 	248838 	242827 	239594 	238570 	230575 	216314 	216184 	208765 	207540 	202012 	205111 	202647 
HIRE,GT04,THS_T,DK	17296 	16235 	16005 	18652 	17404 	19939 	23221 	19361 	20939 	18454 	18642 	17881 	19792 	16505 	20010 
HIRE,GT04,THS_T,EE	1951 	2672 	2106 	2658 	2293 	1859 	2748 	2776 	2293 	2446 	1953 	3038 	2293 	2221 	3458 
HIRE,GT04,THS_T,EL	15674 	18299 	14096 	15001 	14472 	14480 	14189 	10988 	11933 	9144 	11942 	11503 	16780 	12525 	10967 
HIRE,GT04,THS_T,ES	253422 	249915 	235639 	237541 	220444 	209386 	198863 	191367 	172043 	165641 	165957 	156321 	160405 	151106 	158681 
HIRE,GT04,THS_T,EU27_2020	1290358 	1295422 	1268868 	1235071 	1185994 	1164970 	1124159 	1072736 	1014366 	995252 	980763 	963977 	988324 	932222 	972967 
HIRE,GT04,THS_T,FI	14467 	13618 	16098 	12571 	13722 	15116 	14682 	15462 	15478 	15251 	16458 	16831 	18380 	20510 	20640 
HIRE,GT04,THS_T,FR	115208 	124456 	127167 	125982 	126382 	105414 	100673 	99453 	101231 	105488 	115675 	117252 	112889 	111577 	139585 
HIRE,GT04,THS_T,HR	6977 	6748 	6676 	6469 	6589 	6245 	5889 	6551 	4846 	5262 	5213 	4539 	4648 	5251 	5075 
HIRE,GT04,THS_T,HU	19382 	19606 	18505 	20416 	18888 	18312 	18230 	19164 	17447 	20346 	18005 	20809 	18597 	20540 	19304 
HIRE,GT04,THS_T,IE	19934 	19588 	17649 	19329 	18400 	18265 	17525 	16990 	16131 	14709 	15863 	14931 	15662 	16774 	22887 
HIRE,GT04,THS_T,IT	145066 	125937 	128026 	115308 	98964 	96307 	102348 	96997 	99799 	97952 	97242 	87854 	112295 	98301 	97682 
HIRE,GT04,THS_T,LT	13125 	15380 	14746 	13584 	10649 	8822 	7952 	6699 	5712 	5601 	4870 	4308 	3769 	4402 	3762 
HIRE,GT04,THS_T,LU	1665 	1578 	1493 	1165 	1590 	1616 	1459 	1807 	2349 	2257 	1808 	3002 	3148 	3472 	3439 
HIRE,GT04,THS_T,LV	7694 	7636 	8350 	8101 	7820 	6678 	6877 	6477 	4708 	5065 	3756 	5587 	4270 	3702 	4507 
HIRE,GT04,THS_T,ME	: 	26 	23 	14 	28 	38 	47 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT04,THS_T,MK	: 	: 	239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT04,THS_T,NL	121374 	112199 	105970 	108139 	103814 	105581 	103318 	99910 	92088 	86638 	92935 	91180 	92064 	71728 	65789 
HIRE,GT04,THS_T,NO	19603 	17506 	17715 	14957 	12044 	12023 	12467 	14335 	13826 	11890 	13652 	12523 	15018 	12562 	13679 
HIRE,GT04,THS_T,PL	146152 	148746 	142144 	121789 	118965 	138918 	105355 	103860 	87674 	93805 	73658 	72515 	73388 	63160 	57164 
HIRE,GT04,THS_T,PT	10979 	9690 	10478 	11962 	13008 	12575 	15517 	14237 	14950 	16184 	16900 	17320 	18334 	17987 	18172 
HIRE,GT04,THS_T,RO	17806 	19441 	18429 	15146 	14437 	12757 	13738 	11128 	9648 	9213 	7021 	7095 	6788 	7536 	12594 
HIRE,GT04,THS_T,SE	34286 	32376 	32024 	29721 	33306 	24287 	27871 	20440 	23353 	15758 	16167 	20091 	19650 	19876 	23455 
HIRE,GT04,THS_T,SI	4564 	4725 	4344 	4274 	4186 	4257 	4419 	3867 	3693 	3676 	3527 	3745 	3454 	3077 	3487 
HIRE,GT04,THS_T,SK	10599 	12336 	10390 	11688 	11267 	12127 	11133 	11385 	9038 	8573 	9201 	9503 	9334 	8712 	8412 
HIRE,GT04,THS_T,UK	: 	: 	: 	172643 	180800 	178039 	168152 	161389 	142425 	155484 	177777 	133592 	143072 	127727 	139412 
HIRE,GT05,MIO_TKM,AT	122 	93 	90 	116 	74 	79 	108 	121 	80 	69 	79 	98 	83 	255 	284 
HIRE,GT05,MIO_TKM,BE	202 	165 	155 	137 	257 	170 	277 	340 	275 	375 	312 	258 	290 	359 	330 
HIRE,GT05,MIO_TKM,BG	591 	683 	820 	401 	423 	772 	1133 	770 	704 	731 	453 	695 	517 	986 	726 
HIRE,GT05,MIO_TKM,CH	46 	20 	30 	39 	28 	12 	47 	41 	18 	62 	68 	71 	51 	87 	196 
HIRE,GT05,MIO_TKM,CY	1 	1 	1 	2 	3 	2 	2 	1 	2 	2 	4 	2 	5 	5 	7 
HIRE,GT05,MIO_TKM,CZ	777 	868 	744 	208 	531 	563 	612 	726 	981 	1055 	1092 	1159 	1183 	1282 	1150 
HIRE,GT05,MIO_TKM,DE	921 	982 	945 	1208 	1323 	1400 	1431 	1699 	1755 	1839 	1848 	2226 	2209 	2251 	2690 
HIRE,GT05,MIO_TKM,DK	32 	41 	63 	56 	44 	44 	43 	45 	69 	47 	65 	56 	91 	64 	89 
HIRE,GT05,MIO_TKM,EE	58 	32 	20 	44 	102 	108 	149 	166 	96 	121 	71 	50 	82 	73 	113 
HIRE,GT05,MIO_TKM,EL	139 	125 	300 	269 	465 	474 	125 	128 	158 	179 	270 	235 	389 	510 	533 
HIRE,GT05,MIO_TKM,ES	2932 	2870 	2470 	3422 	2201 	2560 	2344 	2057 	1644 	1855 	1800 	1767 	1666 	1481 	1957 
HIRE,GT05,MIO_TKM,EU27_2020	14326 	14253 	12602 	14589 	13114 	14843 	14633 	13145 	13470 	15083 	14059 	14925 	15274 	16099 	19851 
HIRE,GT05,MIO_TKM,FI	41 	89 	44 	60 	159 	106 	31 	37 	67 	85 	69 	33 	59 	81 	92 
HIRE,GT05,MIO_TKM,FR	606 	525 	344 	388 	422 	456 	501 	523 	472 	487 	611 	497 	641 	537 	575 
HIRE,GT05,MIO_TKM,HR	128 	110 	114 	170 	199 	242 	170 	173 	143 	99 	108 	111 	116 	81 	204 
HIRE,GT05,MIO_TKM,HU	187 	292 	207 	459 	541 	740 	939 	291 	316 	372 	261 	298 	276 	423 	407 
HIRE,GT05,MIO_TKM,IE	71 	49 	60 	57 	55 	85 	86 	77 	72 	71 	68 	67 	87 	94 	77 
HIRE,GT05,MIO_TKM,IT	1326 	1085 	1436 	1497 	1226 	1376 	1447 	1628 	1364 	1791 	1772 	1811 	2091 	2560 	2309 
HIRE,GT05,MIO_TKM,LT	980 	507 	395 	480 	372 	441 	330 	182 	361 	280 	336 	227 	286 	221 	257 
HIRE,GT05,MIO_TKM,LU	7 	3 	4 	3 	5 	4 	6 	10 	19 	26 	19 	33 	28 	35 	63 
HIRE,GT05,MIO_TKM,LV	58 	56 	75 	47 	140 	101 	157 	109 	154 	149 	222 	219 	149 	121 	210 
HIRE,GT05,MIO_TKM,ME	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT05,MIO_TKM,MK	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT05,MIO_TKM,NL	242 	287 	256 	317 	287 	304 	315 	314 	377 	364 	437 	565 	519 	512 	579 
HIRE,GT05,MIO_TKM,NO	41 	45 	22 	40 	20 	77 	33 	57 	43 	23 	31 	41 	34 	32 	14 
HIRE,GT05,MIO_TKM,PL	2853 	3467 	2359 	2947 	1860 	2669 	2382 	1832 	2019 	2363 	2108 	2294 	2059 	1862 	1981 
HIRE,GT05,MIO_TKM,PT	340 	437 	167 	462 	562 	550 	525 	436 	628 	727 	388 	548 	499 	486 	481 
HIRE,GT05,MIO_TKM,RO	869 	1074 	1144 	1273 	1149 	825 	786 	828 	1048 	1113 	971 	890 	1168 	1151 	3805 
HIRE,GT05,MIO_TKM,SE	207 	97 	28 	79 	89 	81 	29 	110 	38 	38 	46 	31 	52 	64 	122 
HIRE,GT05,MIO_TKM,SI	225 	122 	116 	144 	237 	161 	185 	102 	178 	160 	177 	241 	147 	165 	321 
HIRE,GT05,MIO_TKM,SK	411 	190 	241 	340 	385 	531 	520 	441 	449 	685 	472 	513 	584 	439 	489 
HIRE,GT05,MIO_TKM,UK	: 	: 	: 	1116 	1037 	1426 	964 	863 	976 	1267 	679 	981 	1123 	1093 	1164 
HIRE,GT05,THS_T,AT	488 	462 	663 	552 	511 	459 	448 	521 	462 	406 	467 	391 	319 	693 	749 
HIRE,GT05,THS_T,BE	1031 	1195 	987 	999 	1795 	1063 	1752 	2285 	1539 	1832 	1612 	1320 	1449 	1830 	1617 
HIRE,GT05,THS_T,BG	749 	730 	955 	495 	663 	869 	1140 	688 	591 	861 	496 	582 	373 	594 	727 
HIRE,GT05,THS_T,CH	516 	322 	242 	477 	559 	215 	512 	670 	201 	886 	1058 	715 	652 	687 	937 
HIRE,GT05,THS_T,CY	20 	12 	33 	40 	35 	22 	29 	16 	35 	35 	49 	24 	57 	66 	84 
HIRE,GT05,THS_T,CZ	1651 	1536 	1927 	1196 	1401 	1786 	1400 	1381 	1651 	1733 	1604 	1832 	1890 	1757 	1733 
HIRE,GT05,THS_T,DE	5782 	5444 	4854 	6619 	6976 	7297 	6888 	7160 	7556 	7378 	7771 	8894 	8809 	9010 	10639 
HIRE,GT05,THS_T,DK	277 	288 	461 	387 	287 	295 	219 	252 	547 	331 	396 	331 	407 	308 	465 
HIRE,GT05,THS_T,EE	60 	26 	62 	116 	137 	175 	198 	165 	125 	158 	117 	80 	144 	133 	163 
HIRE,GT05,THS_T,EL	448 	202 	392 	475 	501 	472 	287 	124 	178 	281 	376 	445 	437 	852 	1125 
HIRE,GT05,THS_T,ES	7769 	7208 	5766 	10073 	6737 	7405 	5129 	4422 	4431 	4010 	3972 	4415 	3561 	3549 	4496 
HIRE,GT05,THS_T,EU27_2020	41623 	39980 	35756 	44566 	39985 	41848 	41128 	39601 	37735 	40450 	41970 	41690 	39921 	43434 	44916 
HIRE,GT05,THS_T,FI	236 	502 	350 	519 	692 	523 	216 	324 	415 	422 	436 	227 	390 	983 	469 
HIRE,GT05,THS_T,FR	3768 	3058 	2886 	2380 	2808 	2630 	2832 	2773 	2618 	2900 	3269 	2578 	3747 	3992 	3390 
HIRE,GT05,THS_T,HR	218 	247 	190 	328 	389 	461 	323 	264 	241 	155 	145 	187 	193 	180 	271 
HIRE,GT05,THS_T,HU	437 	805 	423 	998 	964 	1298 	1708 	676 	419 	480 	467 	517 	350 	505 	461 
HIRE,GT05,THS_T,IE	362 	350 	445 	414 	479 	560 	656 	516 	540 	672 	469 	464 	557 	717 	544 
HIRE,GT05,THS_T,IT	6568 	5676 	6642 	6715 	5823 	4935 	7589 	7953 	6375 	8638 	10601 	8840 	7142 	9547 	7210 
HIRE,GT05,THS_T,LT	1340 	618 	495 	562 	380 	413 	307 	284 	320 	269 	274 	231 	220 	217 	249 
HIRE,GT05,THS_T,LU	25 	8 	16 	13 	18 	17 	38 	35 	57 	77 	57 	76 	70 	104 	156 
HIRE,GT05,THS_T,LV	78 	131 	121 	88 	162 	136 	195 	162 	172 	173 	180 	165 	142 	107 	204 
HIRE,GT05,THS_T,ME	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT05,THS_T,MK	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT05,THS_T,NL	1492 	1856 	1866 	2363 	1494 	2324 	2343 	1980 	2215 	2398 	2841 	3418 	3116 	2559 	2654 
HIRE,GT05,THS_T,NO	263 	354 	227 	275 	333 	455 	395 	344 	208 	194 	181 	149 	301 	297 	108 
HIRE,GT05,THS_T,PL	4613 	5980 	3595 	5184 	3828 	4848 	3732 	3725 	3449 	3753 	3497 	3352 	3165 	2526 	2196 
HIRE,GT05,THS_T,PT	498 	590 	337 	655 	795 	878 	733 	739 	804 	798 	549 	964 	841 	777 	940 
HIRE,GT05,THS_T,RO	1179 	1487 	1326 	1561 	1366 	1162 	1131 	941 	1247 	1255 	926 	996 	1145 	1066 	2339 
HIRE,GT05,THS_T,SE	1575 	901 	233 	904 	575 	614 	627 	1363 	729 	208 	436 	251 	336 	486 	863 
HIRE,GT05,THS_T,SI	316 	290 	286 	298 	410 	337 	280 	207 	280 	252 	260 	308 	279 	230 	482 
HIRE,GT05,THS_T,SK	639 	377 	448 	633 	758 	868 	929 	645 	739 	976 	703 	802 	785 	648 	691 
HIRE,GT05,THS_T,UK	: 	: 	: 	7093 	7178 	9079 	6494 	5699 	6215 	8850 	4277 	6142 	7001 	6846 	7227 
HIRE,GT06,MIO_TKM,AT	1421 	1512 	1452 	2148 	2085 	1953 	2102 	1880 	1928 	2058 	2073 	2396 	2631 	2675 	3048 
HIRE,GT06,MIO_TKM,BE	1384 	1444 	1094 	1385 	1128 	1318 	1695 	1804 	1801 	1991 	2061 	2107 	2390 	2383 	2568 
HIRE,GT06,MIO_TKM,BG	1363 	2257 	1952 	1411 	1221 	2022 	2347 	1826 	1344 	1537 	1313 	1064 	870 	637 	585 
HIRE,GT06,MIO_TKM,CH	291 	184 	197 	158 	293 	205 	250 	154 	347 	467 	249 	331 	282 	357 	401 
HIRE,GT06,MIO_TKM,CY	10 	8 	5 	9 	5 	5 	5 	8 	8 	8 	10 	10 	12 	13 	20 
HIRE,GT06,MIO_TKM,CZ	3050 	3389 	2765 	1689 	2117 	2636 	3266 	3707 	3889 	4214 	4076 	4261 	5185 	4222 	4535 
HIRE,GT06,MIO_TKM,DE	13122 	14181 	14042 	14964 	15195 	16157 	17161 	18194 	18395 	18191 	19849 	21714 	21988 	21751 	24634 
HIRE,GT06,MIO_TKM,DK	243 	228 	242 	241 	296 	393 	377 	345 	406 	483 	550 	712 	690 	1002 	988 
HIRE,GT06,MIO_TKM,EE	869 	1190 	1033 	848 	1100 	1373 	1501 	1229 	1527 	1053 	802 	1093 	935 	710 	1172 
HIRE,GT06,MIO_TKM,EL	421 	538 	903 	813 	618 	558 	313 	363 	418 	340 	348 	451 	650 	654 	673 
HIRE,GT06,MIO_TKM,ES	12470 	12781 	11602 	12267 	11371 	11419 	11670 	11007 	10259 	10649 	10764 	11203 	11531 	11284 	14145 
HIRE,GT06,MIO_TKM,EU27_2020	100401 	105988 	99212 	102684 	98900 	103518 	104128 	100948 	96429 	99466 	96851 	102088 	107759 	102758 	112016 
HIRE,GT06,MIO_TKM,FI	3191 	2896 	2990 	2931 	3311 	2987 	3148 	3061 	2548 	2953 	2905 	3101 	3169 	2387 	4348 
HIRE,GT06,MIO_TKM,FR	2892 	3459 	4087 	4280 	4085 	3813 	3939 	3633 	3776 	4302 	4915 	5806 	7487 	8177 	7893 
HIRE,GT06,MIO_TKM,HR	1830 	1590 	1533 	1473 	1720 	1690 	1617 	1391 	1304 	1066 	1023 	1064 	916 	891 	863 
HIRE,GT06,MIO_TKM,HU	1847 	1856 	1491 	1798 	2026 	2226 	2605 	2227 	2236 	2161 	2297 	2136 	2122 	2080 	1981 
HIRE,GT06,MIO_TKM,IE	441 	464 	463 	448 	485 	442 	580 	432 	508 	428 	468 	453 	523 	477 	554 
HIRE,GT06,MIO_TKM,IT	6785 	6578 	5779 	6161 	5931 	6016 	5276 	5497 	5755 	7313 	6409 	7666 	10312 	9481 	8458 
HIRE,GT06,MIO_TKM,LT	2395 	3245 	2735 	3316 	3158 	2884 	2414 	1795 	2027 	1698 	1500 	1517 	1370 	1153 	1535 
HIRE,GT06,MIO_TKM,LU	420 	330 	338 	308 	285 	273 	279 	326 	445 	472 	468 	648 	700 	735 	595 
HIRE,GT06,MIO_TKM,LV	2482 	2790 	2493 	2679 	2491 	2369 	2551 	2532 	2428 	2449 	2178 	2287 	1858 	1255 	1955 
HIRE,GT06,MIO_TKM,ME	: 	7 	4 	0 	: u	: u	1 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT06,MIO_TKM,MK	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,GT06,MIO_TKM,NL	2434 	3029 	2942 	2721 	2973 	2701 	3047 	3523 	3696 	3518 	3424 	3894 	3940 	3851 	4481 
HIRE,GT06,MIO_TKM,NO	768 	947 	854 	793 	881 	754 	905 	728 	695 	623 	724 	730 	730 	876 	911 
HIRE,GT06,MIO_TKM,PL	30034 	31132 	30251 	30502 	26934 	28712 	26638 	25151 	21608 	22310 	19612 	18079 	18339 	15217 	14160 
HIRE,GT06,MIO_TKM,PT	2242 	1953 	1370 	1914 	1985 	2337 	2161 	2234 	2292 	2674 	2917 	3185 	2604 	2864 	2866 
HIRE,GT06,MIO_TKM,RO	1718 	1667 	1333 	1441 	1617 	1446 	1936 	1577 	1318 	1369 	1155 	1035 	1050 	1096 	1627 
HIRE,GT06,MIO_TKM,SE	4505 	4426 	3750 	3860 	3264 	4416 	4356 	4569 	3624 	2972 	2843 	3313 	3394 	4021 	4565 
HIRE,GT06,MIO_TKM,SI	1247 	1246 	1137 	1389 	1393 	1361 	1225 	1000 	1025 	1149 	1164 	1088 	1209 	1098 	1178 
HIRE,GT06,MIO_TKM,SK	1584 	1800 	1433 	1687 	2105 	2009 	1922 	1636 	1867 	2106 	1727 	1806 	1883 	2647 	2588 
HIRE,GT06,MIO_TKM,UK	: 	: 	: 	5714 	5696 	4941 	5837 	6477 	5418 	6616 	6223 	7987 	9731 	8143 	9905 
HIRE,GT06,THS_T,AT	10998 	11450 	12162 	19738 	19344 	18007 	18893 	16458 	16501 	16173 	16055 	16996 	17727 	16151 	19183 
HIRE,GT06,THS_T,BE	7637 	8112 	5472 	7520 	6582 	8415 	9274 	10842 	10054 	10363 	10799 	12023 	11717 	11946 	13837 
HIRE,GT06,THS_T,BG	2770 	4570 	3593 	2258 	2187 	3836 	4270 	3813 	2095 	2472 	1936 	2289 	1312 	1019 	1219 
HIRE,GT06,THS_T,CH	2396 	2492 	2911 	2230 	2816 	2528 	2728 	2745 	3628 	3993 	2798 	3480 	2850 	2872 	3644 
HIRE,GT06,THS_T,CY	162 	182 	125 	170 	146 	142 	71 	102 	131 	126 	141 	139 	188 	196 	339 
HIRE,GT06,THS_T,CZ	8724 	10801 	8870 	8198 	9770 	10137 	10469 	11636 	11413 	11088 	10005 	10691 	16471 	13833 	16308 
HIRE,GT06,THS_T,DE	78556 	84942 	83990 	88958 	87700 	89804 	89760 	91554 	91372 	90039 	93948 	100210 	95934 	91911 	105373 
HIRE,GT06,THS_T,DK	1452 	1773 	1878 	1762 	2329 	3170 	2951 	3084 	3142 	4204 	3863 	4699 	4757 	5810 	6591 
HIRE,GT06,THS_T,EE	3753 	5048 	3709 	2893 	2539 	3186 	4978 	2622 	3765 	3207 	1653 	3086 	1876 	1717 	4091 
HIRE,GT06,THS_T,EL	2932 	2905 	1681 	2685 	2779 	1991 	2448 	1184 	2027 	1186 	1244 	1364 	2616 	2434 	2852 
HIRE,GT06,THS_T,ES	43913 	47093 	40354 	43738 	44101 	39975 	44655 	36808 	37545 	35495 	38634 	36004 	34288 	34941 	41214 
HIRE,GT06,THS_T,EU27_2020	399585 	441869 	403661 	423140 	415245 	437769 	431974 	399293 	394871 	392447 	380342 	406100 	416258 	407937 	452651 
HIRE,GT06,THS_T,FI	13330 	17378 	15042 	14331 	16594 	14853 	15528 	14666 	13113 	15449 	14280 	13845 	12449 	11842 	29254 
HIRE,GT06,THS_T,FR	16861 	19175 	21463 	21819 	21606 	23875 	21284 	18707 	21649 	21978 	24869 	27127 	40065 	44439 	33314 
HIRE,GT06,THS_T,HR	6126 	6222 	5458 	6096 	6107 	5913 	5806 	5706 	4491 	3969 	4113 	4012 	3414 	3303 	3449 
HIRE,GT06,THS_T,HU	7908 	7350 	5907 	7317 	8033 	7821 	8453 	6053 	5836 	4946 	5412 	4704 	4736 	4522 	5157 
HIRE,GT06,THS_T,IE	3880 	4059 	3773 	4006 	4428 	3929 	4618 	3846 	4063 	3442 	3596 	3797 	4787 	4269 	5651 
HIRE,GT06,THS_T,IT	36988 	35437 	30050 	37355 	36211 	37237 	34429 	28792 	28570 	37943 	33998 	43376 	43986 	43995 	37659 
HIRE,GT06,THS_T,LT	3715 	5194 	4567 	5033 	5399 	4241 	3763 	3077 	2859 	2171 	1867 	1790 	1529 	1459 	1729 
